t,h
0,0.00039852473947225755
0.1,-0.0979574414772491
0.2,-0.1841634604568061
0.30000000000000004,-0.24773722333822898
0.4,-0.27869474721558574
0.5,-0.2700077072953794
0.6,-0.21732323515022484
0.7,-0.11906211361490351
0.7999999999999999,0.02317643896254811
0.8999999999999999,0.20437472260217068
0.9999999999999999,0.41622293421667184
1.0999999999999999,0.6475726714428686
1.2,0.8850927684716757
1.3,1.1140210343988792
1.4000000000000001,1.3189558768291945
1.5000000000000002,1.484670151107618
1.6000000000000003,1.5969419418916988
1.7000000000000004,1.6433881956604004
1.8000000000000005,1.6142690297001872
1.9000000000000006,1.5032142402555406
2.0000000000000004,1.307815843495361
2.1000000000000005,1.0300334832089322
2.2000000000000006,0.6763717089188883
2.3000000000000007,0.25780602771049443
2.400000000000001,-0.21054558299885479
2.500000000000001,-0.709990559632844
2.600000000000001,-1.2190388411299857
2.700000000000001,-1.7143481973920276
2.800000000000001,-2.171790235730794
2.9000000000000012,-2.5675863848169738
3.0000000000000013,-2.8794625188917617
3.1000000000000014,-3.087771859647688
3.2000000000000015,-3.1765377497869682
3.3000000000000016,-3.1343705415869967
3.4000000000000017,-2.9552162162450935
3.5000000000000018,-2.6388987048146215
3.600000000000002,-2.191423580692403
3.700000000000002,-1.625018167906298
3.800000000000002,-0.9578923459212192
3.900000000000002,-0.2137153949207138
4.000000000000002,0.579183178179097
4.100000000000001,1.3888673085674004
4.200000000000001,2.1810671937592097
4.300000000000001,2.92062275739213
4.4,3.573037678306138
4.5,4.106074827080138
4.6,4.491318133122269
4.699999999999999,4.705623917493621
4.799999999999999,4.732386890807118
4.899999999999999,4.562552375314497
4.999999999999998,4.195316628211003
5.099999999999998,3.638470919625024
5.1999999999999975,2.9083615299174865
5.299999999999997,2.02945618149353
5.399999999999997,1.0335266057825025
5.4999999999999964,-0.041524080835015256
5.599999999999996,-1.1531427815449093
5.699999999999996,-2.25585463279271
5.799999999999995,-3.303163474973357
5.899999999999995,-4.249541053115272
5.999999999999995,-5.052416472803285
6.099999999999994,-5.674076716910025
6.199999999999994,-6.083392516744403
6.299999999999994,-6.25729133603699
6.399999999999993,-6.181910247632115
6.499999999999993,-5.8533754814387375
6.5999999999999925,-5.278171695572876
6.699999999999992,-4.473081785019836
6.799999999999992,-3.46469646616502
6.8999999999999915,-2.2885111328142536
6.999999999999991,-0.9876447785671316
7.099999999999991,0.3887685987613477
7.19999999999999,1.7874523736982595
7.29999999999999,3.1530491918893624
7.39999999999999,4.430290773572695
7.499999999999989,5.566190027379114
7.599999999999989,6.512169357841304
7.699999999999989,7.226041913498144
7.799999999999988,7.673768571545024
7.899999999999988,7.830922372879807
7.999999999999988,7.6838034933523005
8.099999999999987,7.2301611713031235
8.199999999999987,6.479493762042929
8.299999999999986,5.452913679666897
8.399999999999986,4.182579830207756
8.499999999999986,2.710715665729904
8.599999999999985,1.088245657889523
8.699999999999985,-0.6269036864747652
8.799999999999985,-2.3717805893500863
8.899999999999984,-4.080595426541563
8.999999999999984,-5.687044633773019
9.099999999999984,-7.126692406748049
9.199999999999983,-8.339329640012792
9.299999999999983,-9.271230317996146
9.399999999999983,-9.877228890431509
9.499999999999982,-10.122547870546693
9.599999999999982,-9.984312757147647
9.699999999999982,-9.45270111274056
9.799999999999981,-8.531683894873437
9.89999999999998,-7.239329568858901
9.99999999999998,-5.607654737511512
