t,h
0,0.4689256560368294
0.1,0.38298616591682066
0.2,0.4016845963449093
0.30000000000000004,0.38304267628113253
0.4,0.3601960296315411
0.5,0.34789176751803796
0.6,0.3376330380857659
0.7,0.3197287696991076
0.7999999999999999,0.29293214391504657
0.8999999999999999,0.262430009247508
0.9999999999999999,0.23426059837692337
1.0999999999999999,0.211448463962495
1.2,0.19326706386239384
1.3,0.17672881449585595
1.4000000000000001,0.15874976766162707
1.5000000000000002,0.13777834837054612
1.6000000000000003,0.1143575113177542
1.7000000000000004,0.09068956135149345
1.8000000000000005,0.0696177214900105
1.9000000000000006,0.05352047863693622
2.0000000000000004,0.043510497484361976
2.1000000000000005,0.03913827458140477
2.2000000000000006,0.03860569740180123
2.3000000000000007,0.03934991742482961
2.400000000000001,0.0387856170238773
2.500000000000001,0.03499125519980486
2.600000000000001,0.027174352846861267
2.700000000000001,0.015828271843581918
2.800000000000001,0.002575017796720102
2.9000000000000012,-0.010242681143270461
3.0000000000000013,-0.02011229810428239
3.1000000000000014,-0.024921246347161786
3.2000000000000015,-0.023430617760408168
3.3000000000000016,-0.015567112747116401
3.4000000000000017,-0.002487757132726108
3.5000000000000018,0.013584685035308738
3.600000000000002,0.029718844980845514
3.700000000000002,0.04275868422487096
3.800000000000002,0.0498524061734812
3.900000000000002,0.0489420698400902
4.000000000000002,0.03913954973203283
4.100000000000001,0.020934042103243337
4.200000000000001,-0.003798088587143693
4.300000000000001,-0.031982582417831244
4.4,-0.059710895008750174
4.5,-0.08273167576334303
4.6,-0.09700867666221068
4.699999999999999,-0.09927660072353763
4.799999999999999,-0.08752746171474698
4.899999999999999,-0.06136853368233087
4.999999999999998,-0.022207546512666945
5.099999999999998,0.02676042588708978
5.1999999999999975,0.08076904484879834
5.299999999999997,0.13388355547048825
5.399999999999997,0.17955535311714452
5.4999999999999964,0.2112780138158786
5.599999999999996,0.2232841926588454
5.699999999999996,0.21121802875785856
5.799999999999995,0.17271871191618143
5.899999999999995,0.10785738921215218
5.999999999999995,0.01938092301507699
6.099999999999994,-0.0872688745724603
6.199999999999994,-0.20417427463117335
6.299999999999994,-0.32139391297681064
6.399999999999993,-0.42762481194813706
6.499999999999993,-0.5110337413184403
6.5999999999999925,-0.5602033820787039
6.699999999999992,-0.565128310766712
6.799999999999992,-0.5181897218333942
6.8999999999999915,-0.41503640858052687
6.999999999999991,-0.25530288253777966
7.099999999999991,-0.04310338907828404
7.19999999999999,0.21274752564235877
7.29999999999999,0.49882204374066486
7.39999999999999,0.7974902380883149
7.499999999999989,1.0876528841939017
7.599999999999989,1.3457740594196501
7.699999999999989,1.547172984954723
7.799999999999988,1.6675175747975042
7.899999999999988,1.684447748584785
7.999999999999988,1.5792454912126628
8.099999999999987,1.3384614788407476
8.199999999999987,0.9554052219899483
8.299999999999986,0.4314072824464188
8.399999999999986,-0.22323182238156125
8.499999999999986,-0.9886811264160729
8.599999999999985,-1.8354681143737284
8.699999999999985,-2.724860605989907
8.799999999999985,-3.6097652456275897
8.899999999999984,-4.4361444510158865
8.999999999999984,-5.144930965149832
9.099999999999984,-5.674396385811088
9.199999999999983,-5.9629080973962765
9.299999999999983,-5.951988744026265
9.399999999999983,-5.589574540872513
9.499999999999982,-4.833354011686444
9.599999999999982,-3.6540577426240004
9.699999999999982,-2.0385629056819585
9.799999999999981,0.007326059896495707
9.89999999999998,2.4565569480887692
9.99999999999998,5.259098881978739
