n,l
0,0.31507256647371035
1,0.26199091948694836
2,-0.050494125964576
3,-0.1269058202665266
4,-0.03632610813514281
5,0.05033009602245143
6,0.06035373070647693
7,0.01727916196744087
8,-0.026493147201813803
9,-0.039362241370313855
10,-0.021994702072746036
11,0.006106460848930825
12,0.02516781009264556
13,0.026372781006630198
14,0.01304812271022789
15,-0.0047731631593071495
16,-0.017240386820066424
17,-0.01931994926036369
18,-0.011848978783279122
19,0.00027246799470360744
20,0.011117308546035567
