t,h
0,0.8647056056441319
0.1,0.7913159713760056
0.2,0.6828936605948884
0.30000000000000004,0.5717263202905087
0.4,0.41934674323613685
0.5,0.2338028205829569
0.6,0.04311525577843222
0.7,-0.1386363902754069
0.7999999999999999,-0.31705974401205617
0.8999999999999999,-0.5030810584495001
0.9999999999999999,-0.6959526459242673
1.0999999999999999,-0.8754276955748131
1.2,-1.0059370521885267
1.3,-1.0490538851360307
1.4000000000000001,-0.9779096028557768
1.5000000000000002,-0.7878528822458409
1.6000000000000003,-0.5000693959095744
1.7000000000000004,-0.15770535149540046
1.8000000000000005,0.18370063880317
1.9000000000000006,0.46843093351093723
